No.;Time;;Time1;Time2;Delay;;Delay1;Delay2;Jitter
904;158,676848;;158,676848;158,678764;0,001916;;0,001742;-0,002502;-0,004244
905;158,678764;;158,678764;158,678938;0,000174;;-0,002502;0,001726;0,004228
906;158,678938;;158,678938;158,681614;0,002676;;0,001726;0,00078;-0,000946
907;158,681614;;158,681614;158,682564;0,00095;;0,00078;-0,032879;-0,033659
908;158,682564;;158,682564;158,682734;0,00017;;-0,032879;0,031833;0,064712
909;158,682734;;158,682734;158,715783;0,033049;;0,031833;0,000984;-0,030849
910;158,715783;;158,715783;158,716999;0,001216;;0,000984;-0,041363;-0,042347
911;158,716999;;158,716999;158,717231;0,000232;;-0,041363;0,034393;0,075756
912;158,717231;;158,717231;158,758826;0,041595;;0,034393;-0,075358;-0,109751
913;158,758826;;158,758826;158,766028;0,007202;;-0,075358;0,08256;0,157918
914;158,766028;;158,766028;158,848588;0,08256;;0,08256;-0,002473;-0,085033
915;158,848588;;158,848588;158,848588;0;;-0,002473;-0,101302;-0,098829
916;158,848588;;158,848588;158,851061;0,002473;;-0,101302;0,103775;0,205077
917;158,851061;;158,851061;158,954836;0,103775;;0,103775;-0,000807;-0,104582
918;158,954836;;158,954836;158,954836;0;;-0,000807;0,000807;0,001614
919;158,954836;;158,954836;158,955643;0,000807;;0,000807;-0,04041;-0,041217
920;158,955643;;158,955643;158,955643;0;;-0,04041;0,039326;0,079736
921;158,955643;;158,955643;158,996053;0,04041;;0,039326;-0,0714;-0,110726
922;158,996053;;158,996053;158,997137;0,001084;;-0,0714;0,069699;0,141099
923;158,997137;;158,997137;159,069621;0,072484;;0,069699;-0,047413;-0,117112
927;159,069621;;159,069621;159,072406;0,002785;;-0,047413;0,050084;0,097497
928;159,072406;;159,072406;159,122604;0,050198;;0,050084;-0,000194;-0,050278
930;159,122604;;159,122604;159,122718;0,000114;;-0,000194;-0,015371;-0,015177
931;159,122718;;159,122718;159,123026;0,000308;;-0,015371;0,015424;0,030795
932;159,123026;;159,123026;159,138705;0,015679;;0,015424;-0,000314;-0,015738
933;159,138705;;159,138705;159,13896;0,000255;;-0,000314;-0,03875;-0,038436
934;159,13896;;159,13896;159,139529;0,000569;;-0,03875;0,022747;0,061497
935;159,139529;;159,139529;159,178848;0,039319;;0,022747;0,016137;-0,00661
936;159,178848;;159,178848;159,19542;0,016572;;0,016137;-0,003237;-0,019374
937;159,19542;;159,19542;159,195855;0,000435;;-0,003237;-0,001296;0,001941
938;159,195855;;159,195855;159,199527;0,003672;;-0,001296;0,004746;0,006042
939;159,199527;;159,199527;159,204495;0,004968;;0,004746;-0,013821;-0,018567
940;159,204495;;159,204495;159,204717;0,000222;;-0,013821;-0,010555;0,003266
941;159,204717;;159,204717;159,21876;0,014043;;-0,010555;0,02452;0,035075
942;159,21876;;159,21876;159,243358;0,024598;;0,02452;-9,80E-05;-0,024618
943;159,243358;;159,243358;159,243436;7,80E-05;;-9,80E-05;0,000148;0,000246
944;159,243436;;159,243436;159,243612;0,000176;;0,000148;-0,009412;-0,00956
945;159,243612;;159,243612;159,24364;2,80E-05;;-0,009412;0,00944;0,018852
946;159,24364;;159,24364;159,25308;0,00944;;0,00944;-0,000104;-0,009544
947;159,25308;;159,25308;159,25308;0;;-0,000104;-0,000557;-0,000453
948;159,25308;;159,25308;159,253184;0,000104;;-0,000557;0,000661;0,001218
949;159,253184;;159,253184;159,253845;0,000661;;0,000661;-8,90E-05;-0,00075
950;159,253845;;159,253845;159,253845;0;;-8,90E-05;-0,007122;-0,007033
951;159,253845;;159,253845;159,253934;8,90E-05;;-0,007122;0,007039;0,014161
952;159,253934;;159,253934;159,261145;0,007211;;0,007039;-0,000126;-0,007165
953;159,261145;;159,261145;159,261317;0,000172;;-0,000126;-0,006052;-0,005926
954;159,261317;;159,261317;159,261615;0,000298;;-0,006052;-0,001829;0,004223
955;159,261615;;159,261615;159,267965;0,00635;;-0,001829;0,008179;0,010008
956;159,267965;;159,267965;159,276144;0,008179;;0,008179;-8,60E-05;-0,008265
957;159,276144;;159,276144;159,276144;0;;-8,60E-05;1,00E-06;8,70E-05
958;159,276144;;159,276144;159,27623;8,60E-05;;1,00E-06;-0,000462;-0,000463
959;159,27623;;159,27623;159,276315;8,50E-05;;-0,000462;0,000509;0,000971
960;159,276315;;159,276315;159,276862;0,000547;;0,000509;-0,000684;-0,001193
961;159,276862;;159,276862;159,2769;3,80E-05;;-0,000684;0,000683;0,001367
962;159,2769;;159,2769;159,277622;0,000722;;0,000683;-0,001951;-0,002634
963;159,277622;;159,277622;159,277661;3,90E-05;;-0,001951;0,001948;0,003899
964;159,277661;;159,277661;159,279651;0,00199;;0,001948;-0,00204;-0,003988
965;159,279651;;159,279651;159,279693;4,20E-05;;-0,00204;0,002082;0,004122
966;159,279693;;159,279693;159,281775;0,002082;;0,002082;-4,40E-05;-0,002126
967;159,281775;;159,281775;159,281775;0;;-4,40E-05;-0,002425;-0,002381
968;159,281775;;159,281775;159,281819;4,40E-05;;-0,002425;0,002469;0,004894
969;159,281819;;159,281819;159,284288;0,002469;;0,002469;-4,20E-05;-0,002511
970;159,284288;;159,284288;159,284288;0;;-4,20E-05;-1,10E-05;3,10E-05
971;159,284288;;159,284288;159,28433;4,20E-05;;-1,10E-05;-0,002648;-0,002637
972;159,28433;;159,28433;159,284383;5,30E-05;;-0,002648;0,002701;0,005349
973;159,284383;;159,284383;159,287084;0,002701;;0,002701;-2,80E-05;-0,002729
974;159,287084;;159,287084;159,287084;0;;-2,80E-05;-1,10E-05;1,70E-05
975;159,287084;;159,287084;159,287112;2,80E-05;;-1,10E-05;-0,001408;-0,001397
976;159,287112;;159,287112;159,287151;3,90E-05;;-0,001408;-0,002736;-0,001328
977;159,287151;;159,287151;159,288598;0,001447;;-0,002736;0,004183;0,006919
978;159,288598;;159,288598;159,292781;0,004183;;0,004183;-0,000158;-0,004341
979;159,292781;;159,292781;159,292781;0;;-0,000158;-2,80E-05;0,00013
980;159,292781;;159,292781;159,292939;0,000158;;-2,80E-05;-0,008682;-0,008654
981;159,292939;;159,292939;159,293125;0,000186;;-0,008682;0,008868;0,01755
982;159,293125;;159,293125;159,301993;0,008868;;0,008868;-7,00E-05;-0,008938
983;159,301993;;159,301993;159,301993;0;;-7,00E-05;-8,00E-06;6,20E-05
984;159,301993;;159,301993;159,302063;7,00E-05;;-8,00E-06;-0,000546;-0,000538
985;159,302063;;159,302063;159,302141;7,80E-05;;-0,000546;0,000624;0,00117
986;159,302141;;159,302141;159,302765;0,000624;;0,000624;0;-0,000624
987;159,302765;;159,302765;159,302765;0;;0;-2,80E-05;-2,80E-05
988;159,302765;;159,302765;159,302765;0;;-2,80E-05;-0,000886;-0,000858
989;159,302765;;159,302765;159,302793;2,80E-05;;-0,000886;-0,018389;-0,017503
990;159,302793;;159,302793;159,303707;0,000914;;-0,018389;0,019176;0,037565
991;159,303707;;159,303707;159,32301;0,019303;;0,019176;-0,000837;-0,020013
992;159,32301;;159,32301;159,323137;0,000127;;-0,000837;0,000964;0,001801
993;159,323137;;159,323137;159,324101;0,000964;;0,000964;-0,000145;-0,001109
994;159,324101;;159,324101;159,324101;0;;-0,000145;-0,000798;-0,000653
995;159,324101;;159,324101;159,324246;0,000145;;-0,000798;0,000943;0,001741
996;159,324246;;159,324246;159,325189;0,000943;;0,000943;-0,00019;-0,001133
997;159,325189;;159,325189;159,325189;0;;-0,00019;2,80E-05;0,000218
998;159,325189;;159,325189;159,325379;0,00019;;2,80E-05;-0,000164;-0,000192
999;159,325379;;159,325379;159,325541;0,000162;;-0,000164;0,000326;0,00049
1000;159,325541;;159,325541;159,325867;0,000326;;0,000326;-0,000114;-0,00044
1001;159,325867;;159,325867;159,325867;0;;-0,000114;-6,00E-06;0,000108
1002;159,325867;;159,325867;159,325981;0,000114;;-6,00E-06;-0,000696;-0,00069
1003;159,325981;;159,325981;159,326101;0,00012;;-0,000696;0,000816;0,001512
1004;159,326101;;159,326101;159,326917;0,000816;;0,000816;-0,000125;-0,000941
1005;159,326917;;159,326917;159,326917;0;;-0,000125;-0,003906;-0,003781
1006;159,326917;;159,326917;159,327042;0,000125;;-0,003906;0,003899;0,007805
1007;159,327042;;159,327042;159,331073;0,004031;;0,003899;-0,000226;-0,004125
1008;159,331073;;159,331073;159,331205;0,000132;;-0,000226;0,000358;0,000584
1009;159,331205;;159,331205;159,331563;0,000358;;0,000358;0;-0,000358
1010;159,331563;;159,331563;159,331563;0;;0;-7,10E-05;-7,10E-05
1011;159,331563;;159,331563;159,331563;0;;-7,10E-05;-0,008641;-0,00857
1012;159,331563;;159,331563;159,331634;7,10E-05;;-0,008641;0,008712;0,017353
1013;159,331634;;159,331634;159,340346;0,008712;;0,008712;-0,000141;-0,008853
1014;159,340346;;159,340346;159,340346;0;;-0,000141;-0,001692;-0,001551
1015;159,340346;;159,340346;159,340487;0,000141;;-0,001692;0,001833;0,003525
1016;159,340487;;159,340487;159,34232;0,001833;;0,001833;-0,000135;-0,001968
1017;159,34232;;159,34232;159,34232;0;;-0,000135;-0,001517;-0,001382
1018;159,34232;;159,34232;159,342455;0,000135;;-0,001517;0,001652;0,003169
1019;159,342455;;159,342455;159,344107;0,001652;;0,001652;-0,000108;-0,00176
1020;159,344107;;159,344107;159,344107;0;;-0,000108;-0,010592;-0,010484
1021;159,344107;;159,344107;159,344215;0,000108;;-0,010592;0,009822;0,020414
1022;159,344215;;159,344215;159,354915;0,0107;;0,009822;0,000771;-0,009051
1023;159,354915;;159,354915;159,355793;0,000878;;0,000771;-0,00097;-0,001741
1024;159,355793;;159,355793;159,3559;0,000107;;-0,00097;0,001077;0,002047
1025;159,3559;;159,3559;159,356977;0,001077;;0,001077;-9,40E-05;-0,001171
1026;159,356977;;159,356977;159,356977;0;;-9,40E-05;-0,002319;-0,002225
1027;159,356977;;159,356977;159,357071;9,40E-05;;-0,002319;0,002245;0,004564
1028;159,357071;;159,357071;159,359484;0,002413;;0,002245;-0,001046;-0,003291
1029;159,359484;;159,359484;159,359652;0,000168;;-0,001046;0,001119;0,002165
1030;159,359652;;159,359652;159,360866;0,001214;;0,001119;-0,000984;-0,002103
1031;159,360866;;159,360866;159,360961;9,50E-05;;-0,000984;0,000998;0,001982
1032;159,360961;;159,360961;159,36204;0,001079;;0,000998;-0,001446;-0,002444
1033;159,36204;;159,36204;159,362121;8,10E-05;;-0,001446;0,001374;0,00282
1034;159,362121;;159,362121;159,363648;0,001527;;0,001374;-0,008131;-0,009505
1035;159,363648;;159,363648;159,363801;0,000153;;-0,008131;0,008284;0,016415
1036;159,363801;;159,363801;159,372085;0,008284;;0,008284;-0,000179;-0,008463
1037;159,372085;;159,372085;159,372085;0;;-0,000179;-0,000614;-0,000435
1038;159,372085;;159,372085;159,372264;0,000179;;-0,000614;0,000793;0,001407
1039;159,372264;;159,372264;159,373057;0,000793;;0,000793;-0,000138;-0,000931
1040;159,373057;;159,373057;159,373057;0;;-0,000138;-0,003314;-0,003176
1041;159,373057;;159,373057;159,373195;0,000138;;-0,003314;0,003452;0,006766
1042;159,373195;;159,373195;159,376647;0,003452;;0,003452;-0,000179;-0,003631
1043;159,376647;;159,376647;159,376647;0;;-0,000179;-0,000698;-0,000519
1044;159,376647;;159,376647;159,376826;0,000179;;-0,000698;0,000877;0,001575
1045;159,376826;;159,376826;159,377703;0,000877;;0,000877;0;-0,000877
1046;159,377703;;159,377703;159,377703;0;;0;0;0
1047;159,377703;;159,377703;159,377703;0;;0;0;0
1048;159,377703;;159,377703;159,377703;0;;0;-0,000111;-0,000111
1049;159,377703;;159,377703;159,377703;0;;-0,000111;1,00E-06;0,000112
1050;159,377703;;159,377703;159,377814;0,000111;;1,00E-06;3,10E-05;3,00E-05
1051;159,377814;;159,377814;159,377924;0,00011;;3,10E-05;1,00E-05;-2,10E-05
1052;159,377924;;159,377924;159,378003;7,90E-05;;1,00E-05;-6,00E-06;-1,60E-05
1053;159,378003;;159,378003;159,378072;6,90E-05;;-6,00E-06;-0,000266;-0,00026
1054;159,378072;;159,378072;159,378147;7,50E-05;;-0,000266;0,000284;0,00055
1055;159,378147;;159,378147;159,378488;0,000341;;0,000284;-0,000377;-0,000661
1056;159,378488;;159,378488;159,378545;5,70E-05;;-0,000377;0,000434;0,000811
1057;159,378545;;159,378545;159,378979;0,000434;;0,000434;-0,000111;-0,000545
1058;159,378979;;159,378979;159,378979;0;;-0,000111;-0,000509;-0,000398
1059;159,378979;;159,378979;159,37909;0,000111;;-0,000509;0,000519;0,001028
1060;159,37909;;159,37909;159,37971;0,00062;;0,000519;-0,000691;-0,00121
1061;159,37971;;159,37971;159,379811;0,000101;;-0,000691;0,000709;0,0014
1062;159,379811;;159,379811;159,380603;0,000792;;0,000709;-0,00062;-0,001329
1063;159,380603;;159,380603;159,380686;8,30E-05;;-0,00062;-0,000471;0,000149
1064;159,380686;;159,380686;159,381389;0,000703;;-0,000471;0,001103;0,001574
1065;159,381389;;159,381389;159,382563;0,001174;;0,001103;-0,000862;-0,001965
1066;159,382563;;159,382563;159,382634;7,10E-05;;-0,000862;0,00086;0,001722
1067;159,382634;;159,382634;159,383567;0,000933;;0,00086;-0,011872;-0,012732
1068;159,383567;;159,383567;159,38364;7,30E-05;;-0,011872;0,011945;0,023817
1069;159,38364;;159,38364;159,395585;0,011945;;0,011945;-0,000194;-0,012139
1070;159,395585;;159,395585;159,395585;0;;-0,000194;-0,000651;-0,000457
1071;159,395585;;159,395585;159,395779;0,000194;;-0,000651;0,00076;0,001411
1072;159,395779;;159,395779;159,396624;0,000845;;0,00076;-0,000449;-0,001209
1073;159,396624;;159,396624;159,396709;8,50E-05;;-0,000449;-0,000213;0,000236
1074;159,396709;;159,396709;159,397243;0,000534;;-0,000213;0,000687;0,0009
1075;159,397243;;159,397243;159,39799;0,000747;;0,000687;-0,000875;-0,001562
1076;159,39799;;159,39799;159,39805;6,00E-05;;-0,000875;-0,000984;-0,000109
1077;159,39805;;159,39805;159,398985;0,000935;;-0,000984;0,001919;0,002903
1078;159,398985;;159,398985;159,400904;0,001919;;0,001919;-8,60E-05;-0,002005
1079;159,400904;;159,400904;159,400904;0;;-8,60E-05;-2,10E-05;6,50E-05
1080;159,400904;;159,400904;159,40099;8,60E-05;;-2,10E-05;-0,000125;-0,000104
1081;159,40099;;159,40099;159,401097;0,000107;;-0,000125;0,000177;0,000302
1082;159,401097;;159,401097;159,401329;0,000232;;0,000177;-0,000751;-0,000928
1083;159,401329;;159,401329;159,401384;5,50E-05;;-0,000751;0,000734;0,001485
1084;159,401384;;159,401384;159,40219;0,000806;;0,000734;-0,000938;-0,001672
1085;159,40219;;159,40219;159,402262;7,20E-05;;-0,000938;0,000946;0,001884
1086;159,402262;;159,402262;159,403272;0,00101;;0,000946;-0,000355;-0,001301
1087;159,403272;;159,403272;159,403336;6,40E-05;;-0,000355;-0,001726;-0,001371
1088;159,403336;;159,403336;159,403755;0,000419;;-0,001726;0,002145;0,003871
1089;159,403755;;159,403755;159,4059;0,002145;;0,002145;-0,000102;-0,002247
1090;159,4059;;159,4059;159,4059;0;;-0,000102;-4,50E-05;5,70E-05
1091;159,4059;;159,4059;159,406002;0,000102;;-4,50E-05;-0,002571;-0,002526
1092;159,406002;;159,406002;159,406149;0,000147;;-0,002571;0,002718;0,005289
1093;159,406149;;159,406149;159,408867;0,002718;;0,002718;-0,000261;-0,002979
1094;159,408867;;159,408867;159,408867;0;;-0,000261;-9,10E-05;0,00017
1095;159,408867;;159,408867;159,409128;0,000261;;-9,10E-05;-2,70E-05;6,40E-05
1096;159,409128;;159,409128;159,40948;0,000352;;-2,70E-05;0,000302;0,000329
1097;159,40948;;159,40948;159,409859;0,000379;;0,000302;-0,000139;-0,000441
1098;159,409859;;159,409859;159,409936;7,70E-05;;-0,000139;0,000216;0,000355
1099;159,409936;;159,409936;159,410152;0,000216;;0,000216;-7,60E-05;-0,000292
1100;159,410152;;159,410152;159,410152;0;;-7,60E-05;-1,10E-05;6,50E-05
1101;159,410152;;159,410152;159,410228;7,60E-05;;-1,10E-05;-0,001699;-0,001688
1102;159,410228;;159,410228;159,410315;8,70E-05;;-0,001699;0,001786;0,003485
1103;159,410315;;159,410315;159,412101;0,001786;;0,001786;-6,80E-05;-0,001854
1104;159,412101;;159,412101;159,412101;0;;-6,80E-05;-0,000817;-0,000749
1105;159,412101;;159,412101;159,412169;6,80E-05;;-0,000817;0,00079;0,001607
1106;159,412169;;159,412169;159,413054;0,000885;;0,00079;-0,00069;-0,00148
1107;159,413054;;159,413054;159,413149;9,50E-05;;-0,00069;0,000785;0,001475
1108;159,413149;;159,413149;159,413934;0,000785;;0,000785;-7,70E-05;-0,000862
1109;159,413934;;159,413934;159,413934;0;;-7,70E-05;-0,00244;-0,002363
1110;159,413934;;159,413934;159,414011;7,70E-05;;-0,00244;0,002517;0,004957
1111;159,414011;;159,414011;159,416528;0,002517;;0,002517;-6,60E-05;-0,002583
1112;159,416528;;159,416528;159,416528;0;;-6,60E-05;-2,70E-05;3,90E-05
1113;159,416528;;159,416528;159,416594;6,60E-05;;-2,70E-05;-8,20E-05;-5,50E-05
1114;159,416594;;159,416594;159,416687;9,30E-05;;-8,20E-05;0,000122;0,000204
1115;159,416687;;159,416687;159,416862;0,000175;;0,000122;-0,000488;-0,00061
1116;159,416862;;159,416862;159,416915;5,30E-05;;-0,000488;0,000484;0,000972
1117;159,416915;;159,416915;159,417456;0,000541;;0,000484;-0,001718;-0,002202
1118;159,417456;;159,417456;159,417513;5,70E-05;;-0,001718;0,00021;0,001928
1119;159,417513;;159,417513;159,419288;0,001775;;0,00021;0,00151;0,0013
1120;159,419288;;159,419288;159,420853;0,001565;;0,00151;-0,000796;-0,002306
1121;159,420853;;159,420853;159,420908;5,50E-05;;-0,000796;9,70E-05;0,000893
1122;159,420908;;159,420908;159,421759;0,000851;;9,70E-05;0,00066;0,000563
1123;159,421759;;159,421759;159,422513;0,000754;;0,00066;-0,001196;-0,001856
1124;159,422513;;159,422513;159,422607;9,40E-05;;-0,001196;0,00129;0,002486
1125;159,422607;;159,422607;159,423897;0,00129;;0,00129;-0,000104;-0,001394
1126;159,423897;;159,423897;159,423897;0;;-0,000104;-5,00E-05;5,40E-05
1127;159,423897;;159,423897;159,424001;0,000104;;-5,00E-05;-0,018736;-0,018686
1128;159,424001;;159,424001;159,424155;0,000154;;-0,018736;0,01797;0,036706
1129;159,424155;;159,424155;159,443045;0,01889;;0,01797;0,00092;-0,01705
1130;159,443045;;159,443045;159,443965;0,00092;;0,00092;0;-0,00092
1131;159,443965;;159,443965;159,443965;0;;0;0;0
1132;159,443965;;159,443965;159,443965;0;;0;-0,000127;-0,000127
1133;159,443965;;159,443965;159,443965;0;;-0,000127;-4,00E-05;8,70E-05
1134;159,443965;;159,443965;159,444092;0,000127;;-4,00E-05;-0,002089;-0,002049
1135;159,444092;;159,444092;159,444259;0,000167;;-0,002089;0,002256;0,004345
1136;159,444259;;159,444259;159,446515;0,002256;;0,002256;0;-0,002256
1137;159,446515;;159,446515;159,446515;0;;0;0;0
1138;159,446515;;159,446515;159,446515;0;;0;0;0
1139;159,446515;;159,446515;159,446515;0;;0;0;0
1140;159,446515;;159,446515;159,446515;0;;0;0;0
1141;159,446515;;159,446515;159,446515;0;;0;0;0
1142;159,446515;;159,446515;159,446515;0;;0;0;0
1143;159,446515;;159,446515;159,446515;0;;0;0;0
1144;159,446515;;159,446515;159,446515;0;;0;0;0
1145;159,446515;;159,446515;159,446515;0;;0;-0,000181;-0,000181
1146;159,446515;;159,446515;159,446515;0;;-0,000181;8,40E-05;0,000265
1147;159,446515;;159,446515;159,446696;0,000181;;8,40E-05;1,30E-05;-7,10E-05
1148;159,446696;;159,446696;159,446793;9,70E-05;;1,30E-05;-0,000698;-0,000711
1149;159,446793;;159,446793;159,446877;8,40E-05;;-0,000698;0,000782;0,00148
1150;159,446877;;159,446877;159,447659;0,000782;;0,000782;0;-0,000782
1151;159,447659;;159,447659;159,447659;0;;0;0;0
1152;159,447659;;159,447659;159,447659;0;;0;0;0
1153;159,447659;;159,447659;159,447659;0;;0;-9,80E-05;-9,80E-05
1154;159,447659;;159,447659;159,447659;0;;-9,80E-05;1,00E-05;0,000108
1155;159,447659;;159,447659;159,447757;9,80E-05;;1,00E-05;1,30E-05;3,00E-06
1156;159,447757;;159,447757;159,447845;8,80E-05;;1,30E-05;7,00E-06;-6,00E-06
1157;159,447845;;159,447845;159,44792;7,50E-05;;7,00E-06;-0,000301;-0,000308
1158;159,44792;;159,44792;159,447988;6,80E-05;;-0,000301;0,000369;0,00067
1159;159,447988;;159,447988;159,448357;0,000369;;0,000369;-7,00E-05;-0,000439
1160;159,448357;;159,448357;159,448357;0;;-7,00E-05;-0,001533;-0,001463
1161;159,448357;;159,448357;159,448427;7,00E-05;;-0,001533;0,001603;0,003136
1162;159,448427;;159,448427;159,45003;0,001603;;0,001603;-0,000103;-0,001706
1163;159,45003;;159,45003;159,45003;0;;-0,000103;-1,10E-05;9,20E-05
1164;159,45003;;159,45003;159,450133;0,000103;;-1,10E-05;-0,000112;-0,000101
1165;159,450133;;159,450133;159,450247;0,000114;;-0,000112;0,000226;0,000338
1166;159,450247;;159,450247;159,450473;0,000226;;0,000226;-6,50E-05;-0,000291
1167;159,450473;;159,450473;159,450473;0;;-6,50E-05;-0,000453;-0,000388
1168;159,450473;;159,450473;159,450538;6,50E-05;;-0,000453;0,000518;0,000971
1169;159,450538;;159,450538;159,451056;0,000518;;0,000518;-0,000101;-0,000619
1170;159,451056;;159,451056;159,451056;0;;-0,000101;-8,00E-06;9,30E-05
1171;159,451056;;159,451056;159,451157;0,000101;;-8,00E-06;-0,00046;-0,000452
1172;159,451157;;159,451157;159,451266;0,000109;;-0,00046;-0,000503;-4,30E-05
1173;159,451266;;159,451266;159,451835;0,000569;;-0,000503;0,001072;0,001575
1174;159,451835;;159,451835;159,452907;0,001072;;0,001072;-9,40E-05;-0,001166
1175;159,452907;;159,452907;159,452907;0;;-9,40E-05;-0,00062;-0,000526
1176;159,452907;;159,452907;159,453001;9,40E-05;;-0,00062;0,000629;0,001249
1177;159,453001;;159,453001;159,453715;0,000714;;0,000629;-0,002013;-0,002642
1178;159,453715;;159,453715;159,4538;8,50E-05;;-0,002013;0,002098;0,004111
1179;159,4538;;159,4538;159,455898;0,002098;;0,002098;-0,000108;-0,002206
1180;159,455898;;159,455898;159,455898;0;;-0,000108;-5,80E-05;5,00E-05
1181;159,455898;;159,455898;159,456006;0,000108;;-5,80E-05;-0,00022;-0,000162
1182;159,456006;;159,456006;159,456172;0,000166;;-0,00022;0,000386;0,000606
1183;159,456172;;159,456172;159,456558;0,000386;;0,000386;-9,70E-05;-0,000483
1184;159,456558;;159,456558;159,456558;0;;-9,70E-05;-0,000697;-0,0006
1185;159,456558;;159,456558;159,456655;9,70E-05;;-0,000697;0,000794;0,001491
1186;159,456655;;159,456655;159,457449;0,000794;;0,000794;-0,000171;-0,000965
1187;159,457449;;159,457449;159,457449;0;;-0,000171;-0,001338;-0,001167
1188;159,457449;;159,457449;159,45762;0,000171;;-0,001338;0,001509;0,002847
1189;159,45762;;159,45762;159,459129;0,001509;;0,001509;-0,000118;-0,001627
1190;159,459129;;159,459129;159,459129;0;;-0,000118;-8,00E-06;0,00011
1191;159,459129;;159,459129;159,459247;0,000118;;-8,00E-06;-0,000272;-0,000264
1192;159,459247;;159,459247;159,459373;0,000126;;-0,000272;0,000398;0,00067
1193;159,459373;;159,459373;159,459771;0,000398;;0,000398;0;-0,000398
1194;159,459771;;159,459771;159,459771;0;;0;-7,90E-05;-7,90E-05
1195;159,459771;;159,459771;159,459771;0;;-7,90E-05;-8,00E-06;7,10E-05
1196;159,459771;;159,459771;159,45985;7,90E-05;;-8,00E-06;1,50E-05;2,30E-05
1197;159,45985;;159,45985;159,459937;8,70E-05;;1,50E-05;-0,001103;-0,001118
1198;159,459937;;159,459937;159,460009;7,20E-05;;-0,001103;0,001175;0,002278
1199;159,460009;;159,460009;159,461184;0,001175;;0,001175;-0,00011;-0,001285
1200;159,461184;;159,461184;159,461184;0;;-0,00011;-0,001844;-0,001734
1201;159,461184;;159,461184;159,461294;0,00011;;-0,001844;0,001756;0,0036
1202;159,461294;;159,461294;159,463248;0,001954;;0,001756;-0,000249;-0,002005
1203;159,463248;;159,463248;159,463446;0,000198;;-0,000249;0,000447;0,000696
1204;159,463446;;159,463446;159,463893;0,000447;;0,000447;0;-0,000447
1205;159,463893;;159,463893;159,463893;0;;0;0;0
1206;159,463893;;159,463893;159,463893;0;;0;-0,000166;-0,000166
1207;159,463893;;159,463893;159,463893;0;;-0,000166;2,20E-05;0,000188
1208;159,463893;;159,463893;159,464059;0,000166;;2,20E-05;-0,010983;-0,011005
1209;159,464059;;159,464059;159,464203;0,000144;;-0,010983;0,011127;0,02211
1210;159,464203;;159,464203;159,47533;0,011127;;0,011127;-0,000237;-0,011364
1211;159,47533;;159,47533;159,47533;0;;-0,000237;-0,000527;-0,00029
1212;159,47533;;159,47533;159,475567;0,000237;;-0,000527;0,000144;0,000671
1213;159,475567;;159,475567;159,476331;0,000764;;0,000144;0,00062;0,000476
1214;159,476331;;159,476331;159,476951;0,00062;;0,00062;-0,000121;-0,000741
1215;159,476951;;159,476951;159,476951;0;;-0,000121;-0,000754;-0,000633
1216;159,476951;;159,476951;159,477072;0,000121;;-0,000754;0,000781;0,001535
1217;159,477072;;159,477072;159,477947;0,000875;;0,000781;-0,00077;-0,001551
1218;159,477947;;159,477947;159,478041;9,40E-05;;-0,00077;0,000864;0,001634
1219;159,478041;;159,478041;159,478905;0,000864;;0,000864;-9,30E-05;-0,000957
1220;159,478905;;159,478905;159,478905;0;;-9,30E-05;-0,0005;-0,000407
1221;159,478905;;159,478905;159,478998;9,30E-05;;-0,0005;-0,000583;-8,30E-05
1222;159,478998;;159,478998;159,479591;0,000593;;-0,000583;0,001176;0,001759
1223;159,479591;;159,479591;159,480767;0,001176;;0,001176;-0,000118;-0,001294
1224;159,480767;;159,480767;159,480767;0;;-0,000118;-0,000297;-0,000179
1225;159,480767;;159,480767;159,480885;0,000118;;-0,000297;0,000318;0,000615
1226;159,480885;;159,480885;159,4813;0,000415;;0,000318;-0,003471;-0,003789
1227;159,4813;;159,4813;159,481397;9,70E-05;;-0,003471;0,003568;0,007039
1228;159,481397;;159,481397;159,484965;0,003568;;0,003568;-9,50E-05;-0,003663
1229;159,484965;;159,484965;159,484965;0;;-9,50E-05;-0,000148;-5,30E-05
1230;159,484965;;159,484965;159,48506;9,50E-05;;-0,000148;-0,000396;-0,000248
1231;159,48506;;159,48506;159,485303;0,000243;;-0,000396;0,000556;0,000952
1232;159,485303;;159,485303;159,485942;0,000639;;0,000556;-0,00163;-0,002186
1233;159,485942;;159,485942;159,486025;8,30E-05;;-0,00163;0,001713;0,003343
1234;159,486025;;159,486025;159,487738;0,001713;;0,001713;-9,40E-05;-0,001807
1235;159,487738;;159,487738;159,487738;0;;-9,40E-05;-0,000922;-0,000828
1236;159,487738;;159,487738;159,487832;9,40E-05;;-0,000922;0,001016;0,001938
1237;159,487832;;159,487832;159,488848;0,001016;;0,001016;-0,000151;-0,001167
1238;159,488848;;159,488848;159,488848;0;;-0,000151;2,00E-05;0,000171
1239;159,488848;;159,488848;159,488999;0,000151;;2,00E-05;-0,000229;-0,000249
1240;159,488999;;159,488999;159,48913;0,000131;;-0,000229;-0,001017;-0,000788
1241;159,48913;;159,48913;159,48949;0,00036;;-0,001017;0,001377;0,002394
1242;159,48949;;159,48949;159,490867;0,001377;;0,001377;-0,000173;-0,00155
1243;159,490867;;159,490867;159,490867;0;;-0,000173;-0,001677;-0,001504
1244;159,490867;;159,490867;159,49104;0,000173;;-0,001677;0,00185;0,003527
